user_id,teamchat_session_id,Joins_time
1665,6811,1:03:28 AM
280,6956,1:03:36 AM
37,7104,1:17:00 AM
294,6783,1:10:16 AM
1761,8903,1:34:56 AM
869,6809,1:24:35 AM
1935,6799,1:32:34 AM
199,6818,1:06:41 AM
263,6925,1:07:08 AM
1349,6792,1:16:41 AM
1883,6779,1:21:40 AM
1059,6811,1:32:21 AM
63,6784,1:33:16 AM
843,6809,1:03:02 AM
1038,6790,1:01:59 AM
476,6863,1:14:41 AM
1873,6850,1:05:50 AM
668,6781,1:01:28 AM
861,6925,1:16:07 AM
378,6914,1:02:10 AM
69,6853,1:26:14 AM
1873,6850,1:09:06 AM
454,6791,1:26:44 AM
1638,7347,1:10:42 AM
1883,6779,1:17:45 AM
241,7022,1:31:53 AM
1879,6797,1:09:23 AM
1919,6888,1:25:35 AM
1849,6911,1:21:55 AM
642,6920,1:18:57 AM
1427,18939,1:30:46 AM
1847,6779,1:26:28 AM
743,6922,1:02:54 AM
1978,7212,1:07:11 AM
428,6886,1:15:25 AM
426,6797,1:29:01 AM
1166,6790,1:09:18 AM
1970,6777,1:25:45 AM
1074,6838,1:11:45 AM
1972,6789,1:24:38 AM
1012,6875,1:28:14 AM
444,18142,1:33:28 AM
1550,6910,1:32:25 AM
1287,6790,1:24:12 AM
1920,6956,1:17:39 AM
1741,6799,1:13:58 AM
391,6809,1:13:09 AM
388,6795,1:07:41 AM
560,6925,1:15:07 AM
336,9079,1:14:54 AM
1272,6777,1:18:39 AM
1472,19390,1:24:31 AM
1452,6891,1:12:18 AM
1320,19403,1:26:46 AM
1506,6780,1:18:46 AM
904,7505,1:33:42 AM
661,7432,1:17:32 AM
1366,6810,1:32:35 AM
1204,6776,1:26:48 AM
1559,6912,1:25:06 AM
1908,6949,1:02:33 AM
1741,6799,1:20:44 AM
204,6789,1:15:02 AM
538,6795,1:02:44 AM
20,6799,1:30:59 AM
828,7104,1:06:47 AM
1598,6859,1:18:07 AM
1311,6797,1:18:34 AM
1045,7058,1:17:13 AM
1189,7280,1:14:00 AM
1092,8903,1:06:54 AM
4,6888,1:15:51 AM
914,6789,1:26:46 AM
1130,9529,1:16:36 AM
1475,6922,1:13:48 AM
1596,6791,1:13:54 AM
1703,7035,1:10:02 AM
1848,6949,1:14:16 AM
1285,7007,1:27:53 AM
1545,6984,1:20:40 AM
1305,6925,1:05:09 AM
1126,6888,1:34:01 AM
2058,7505,1:33:31 AM
1107,6796,1:18:47 AM
137,8205,1:15:06 AM
1165,6914,1:02:58 AM
391,6809,1:17:21 AM
2093,6922,1:05:04 AM
254,7024,1:21:17 AM
1296,7443,1:34:53 AM
1189,7280,1:16:34 AM
1996,6858,1:19:22 AM
30,7008,1:09:51 AM
9,6776,1:20:37 AM
277,6838,1:27:36 AM
603,17406,1:21:42 AM
630,6785,1:04:00 AM
216,6790,1:17:16 AM
1379,18939,1:14:50 AM
283,6853,1:14:01 AM
1627,6784,1:02:52 AM
1075,12209,1:27:39 AM
1947,6799,1:16:41 AM
2078,6956,1:25:15 AM
2075,6854,1:19:12 AM
1461,6783,1:34:02 AM
2028,6888,1:07:56 AM
744,6889,1:15:04 AM
136,6795,1:21:43 AM
1,7024,1:28:14 AM
1136,6859,1:03:57 AM
1241,6785,1:00:34 AM
1311,6797,1:15:41 AM
1498,6795,1:33:34 AM
772,6797,1:18:56 AM
1305,6925,1:21:14 AM
1975,6949,1:29:37 AM
194,6785,1:07:27 AM
1839,6780,1:04:53 AM
1935,6799,1:30:46 AM
1965,8474,1:08:57 AM
1253,7058,1:20:46 AM
29,6813,1:29:14 AM
1169,6818,1:25:38 AM
1090,6783,1:29:13 AM
1769,7024,1:33:36 AM
1073,6811,1:17:14 AM
540,6783,1:11:25 AM
744,6889,1:18:45 AM
2100,6791,1:06:41 AM
1074,6838,1:26:38 AM
257,6792,1:25:50 AM
263,6925,1:23:00 AM
1450,6794,1:29:28 AM
311,6866,1:03:49 AM
792,6779,1:27:19 AM
1865,6795,1:04:37 AM
1378,6956,1:32:39 AM
1276,6914,1:17:31 AM
792,6779,1:16:45 AM
1919,6888,1:22:50 AM
252,6810,1:25:22 AM
1302,7022,1:08:03 AM
1768,6891,1:14:17 AM
31,6783,1:10:39 AM
1092,8903,1:11:37 AM
738,6789,1:27:18 AM
1606,6780,1:14:35 AM
627,6857,1:17:53 AM
1045,7058,1:18:06 AM
1285,7007,1:01:50 AM
1908,6949,1:19:26 AM
1955,6866,1:34:20 AM
843,6809,1:21:42 AM
1051,6859,1:01:06 AM
629,7024,1:12:20 AM
75,8903,1:32:58 AM
969,7726,1:33:31 AM
1120,6903,1:14:42 AM
419,6858,1:07:39 AM
922,7212,1:23:05 AM
40,6809,1:19:29 AM
2078,6956,1:00:27 AM
983,6799,1:09:51 AM
2011,6875,1:20:56 AM
2022,6783,1:28:10 AM
2004,6925,1:10:03 AM
1506,6780,1:26:48 AM
128,6810,1:31:52 AM
2083,6783,1:20:12 AM
987,6925,1:33:52 AM
1995,6925,1:02:16 AM
708,6783,1:21:51 AM
1254,6819,1:32:44 AM
1244,6821,1:09:19 AM
1514,7212,1:30:28 AM
204,6789,1:02:52 AM
1165,6914,1:33:41 AM
277,6838,1:09:22 AM
1970,6777,1:02:10 AM
1204,6776,1:07:11 AM
1479,6794,1:03:34 AM
1248,7058,1:02:50 AM
1451,6817,1:32:50 AM
126,6888,1:30:16 AM
1215,12209,1:16:39 AM
1114,6866,1:19:22 AM
1741,6799,1:14:14 AM
213,6811,1:25:35 AM
685,7280,1:12:52 AM
1354,6789,1:25:08 AM
2089,6889,1:15:04 AM
1792,6792,1:17:15 AM
472,21555,1:22:49 AM
1107,6796,1:32:48 AM
1817,7058,1:11:52 AM
520,8903,1:20:53 AM
1991,6850,1:26:44 AM
448,21586,1:34:04 AM
1933,21555,1:13:27 AM
1929,6800,1:22:25 AM
288,6868,1:21:12 AM
1574,6850,1:10:27 AM
1596,6791,1:27:13 AM
237,7104,1:02:57 AM
29,6813,1:08:27 AM
897,7280,1:18:30 AM
859,16274,1:30:05 AM
1937,7022,1:21:05 AM
540,6783,1:05:01 AM
696,6943,1:24:39 AM
1454,6776,1:05:38 AM
1335,6866,1:12:39 AM
1256,6785,1:17:31 AM
914,6789,1:33:57 AM
1506,6780,1:16:41 AM
1883,6779,1:15:08 AM
2034,6781,1:17:32 AM
391,6809,1:08:12 AM
951,6903,1:09:04 AM
380,6792,1:14:54 AM
1789,6819,1:05:07 AM
1488,6951,1:06:05 AM
764,6785,1:31:48 AM
174,6819,1:33:31 AM
204,6789,1:07:10 AM
1854,12209,1:11:14 AM
890,7726,1:27:51 AM
1819,6838,1:04:10 AM
1839,6780,1:29:48 AM
472,21555,1:13:17 AM
1503,6792,1:12:31 AM
1349,6792,1:19:44 AM
500,6922,1:25:45 AM
560,6925,1:34:04 AM
2028,6888,1:28:13 AM
216,6790,1:32:00 AM
1038,6790,1:26:58 AM
1287,6790,1:21:08 AM
119,14146,1:16:11 AM
1598,6859,1:27:13 AM
291,6815,1:34:41 AM
2089,6889,1:24:37 AM
456,6810,1:08:53 AM
1118,6850,1:28:08 AM
1324,6821,1:32:30 AM
2058,7505,1:32:33 AM
128,6810,1:18:27 AM
148,6974,1:25:22 AM
30,7008,1:07:48 AM
1627,6784,1:06:42 AM
1272,6777,1:13:27 AM
1442,12209,1:09:28 AM
667,6783,1:32:34 AM
985,6925,1:02:03 AM
2084,22551,1:18:36 AM
1965,8474,1:09:22 AM
2050,6794,1:15:02 AM
431,6810,1:30:19 AM
556,6809,1:23:44 AM
2064,7280,1:22:34 AM
844,7443,1:09:07 AM
1034,6794,1:03:01 AM
1178,9079,1:19:29 AM
464,6888,1:18:16 AM
333,6811,1:29:44 AM
1068,6779,1:05:41 AM
661,7432,1:13:45 AM
1947,6799,1:12:50 AM
1561,6796,1:32:15 AM
820,22785,1:05:44 AM
518,6782,1:09:00 AM
1587,6780,1:03:49 AM
762,7505,1:21:45 AM
778,6780,1:24:58 AM
426,6797,1:16:54 AM
1452,6891,1:02:15 AM
1178,9079,1:11:00 AM
909,6780,1:24:12 AM
696,6943,1:02:06 AM
284,16938,1:21:55 AM
869,6809,1:06:31 AM
1451,6817,1:17:15 AM
1693,22935,1:15:09 AM
559,6790,1:04:17 AM
1319,6818,1:15:55 AM
1933,21555,1:02:10 AM
683,6889,1:27:06 AM
656,6783,1:24:32 AM
996,6984,1:18:36 AM
1318,6910,1:19:29 AM
738,6789,1:00:29 AM
286,6886,1:25:21 AM
1868,6888,1:24:31 AM
277,6838,1:32:58 AM
1522,6974,1:28:47 AM
2014,8474,1:30:48 AM
254,7024,1:21:20 AM
518,6782,1:07:41 AM
702,6817,1:28:38 AM
1662,23204,1:12:39 AM
1503,6792,1:25:38 AM
502,6799,1:34:25 AM
1707,6858,1:16:03 AM
1882,6925,1:17:05 AM
914,6789,1:16:15 AM
1573,6777,1:22:16 AM
1169,6818,1:26:03 AM
200,6813,1:25:54 AM
213,6811,1:15:50 AM
1498,6795,1:05:45 AM
1548,6776,1:34:44 AM
119,14146,1:07:08 AM
1287,6790,1:18:45 AM
1911,6778,1:10:07 AM
128,6810,1:04:23 AM
70,23415,1:08:53 AM
1169,6818,1:10:05 AM
311,6866,1:12:15 AM
876,6920,1:14:54 AM
1311,6797,1:22:32 AM
1137,18142,1:11:43 AM
401,6790,1:04:20 AM
1482,6787,1:07:52 AM
1545,6984,1:25:16 AM
2093,6922,1:09:18 AM
516,6784,1:06:08 AM
1461,6783,1:18:16 AM
97,6911,1:23:03 AM
1012,6875,1:14:50 AM
178,6949,1:25:09 AM
1090,6783,1:31:05 AM
380,6792,1:14:11 AM
1969,9671,1:29:15 AM
1,7024,1:08:33 AM
778,6780,1:27:42 AM
1220,6859,1:22:58 AM
708,6783,1:04:01 AM
1970,6777,1:21:45 AM
771,6857,1:21:58 AM
762,7505,1:11:07 AM
1687,6820,1:14:53 AM
497,7038,1:00:18 AM
311,6866,1:11:01 AM
2037,6821,1:28:23 AM
789,6796,1:03:29 AM
1313,23919,1:18:38 AM
798,7058,1:32:33 AM
1396,6815,1:33:10 AM
1056,6780,1:08:17 AM
442,7035,1:21:42 AM
533,6791,1:21:51 AM
90,7008,1:02:28 AM
378,6914,1:08:34 AM
148,6974,1:26:38 AM
449,6778,1:25:22 AM
1498,6795,1:07:39 AM
1675,6787,1:20:25 AM
1969,9671,1:34:41 AM
1001,6949,1:25:45 AM
1658,6782,1:16:08 AM
2033,6791,1:18:06 AM
44,6853,1:16:39 AM
2066,6799,1:03:50 AM
1137,18142,1:32:58 AM
1026,24121,1:22:55 AM
861,6925,1:31:26 AM
1034,6794,1:29:18 AM
1379,18939,1:19:52 AM
1929,6800,1:31:11 AM
996,6984,1:30:01 AM
329,6914,1:08:42 AM
417,6789,1:10:30 AM
1693,22935,1:24:57 AM
1773,6859,1:11:09 AM
1034,6794,1:01:36 AM
546,6817,1:26:57 AM
391,6809,1:16:03 AM
1318,6910,1:09:38 AM
673,24372,1:02:22 AM
381,6911,1:15:55 AM
1035,6790,1:32:30 AM
1475,6922,1:17:55 AM
1085,6910,1:07:25 AM
1128,6792,1:00:31 AM
694,6821,1:14:36 AM
1658,6782,1:15:22 AM
199,6818,1:01:48 AM
1300,7008,1:31:44 AM
1573,6777,1:10:45 AM
1272,6777,1:28:57 AM
648,6781,1:33:58 AM
262,7022,1:35:00 AM
209,6784,1:33:01 AM
1137,18142,1:32:56 AM
1254,6819,1:03:27 AM
556,6809,1:33:15 AM
621,6914,1:11:30 AM
1324,6821,1:02:44 AM
1498,6795,1:19:49 AM
1688,7024,1:17:17 AM
936,6949,1:32:35 AM
194,6785,1:22:34 AM
578,7058,1:29:28 AM
2075,6854,1:07:36 AM
563,6789,1:18:11 AM
507,6813,1:34:01 AM
430,24967,1:13:13 AM
1070,6911,1:26:13 AM
2026,7104,1:15:00 AM
1427,18939,1:33:38 AM
1865,6795,1:18:57 AM
915,7104,1:08:19 AM
861,6925,1:27:45 AM
1166,6790,1:09:14 AM
365,6819,1:34:25 AM
1066,7028,1:18:18 AM
1959,6820,1:25:26 AM
250,7028,1:33:28 AM
1210,23919,1:31:13 AM
1975,6949,1:14:46 AM
986,6889,1:34:04 AM
630,6785,1:00:00 AM
712,6850,1:00:00 AM
1296,7443,1:00:00 AM
822,22935,1:00:00 AM
908,23919,1:00:00 AM
558,7007,1:00:00 AM
1127,7008,1:00:00 AM
2100,6791,1:00:00 AM
1114,6866,1:00:00 AM
876,6920,1:00:00 AM
1362,6984,1:00:00 AM
1254,6819,1:00:00 AM
996,6984,1:00:00 AM
969,7726,1:00:00 AM
1313,23919,1:00:00 AM
674,6778,1:00:00 AM
104,6795,1:00:00 AM
1503,6792,1:00:00 AM
423,6925,1:00:00 AM
1035,6790,1:00:00 AM
589,6889,1:00:00 AM
738,6789,1:00:00 AM
380,6792,1:00:00 AM
378,6914,1:00:00 AM
1246,6854,1:00:00 AM
621,6914,1:00:00 AM
1118,6850,1:00:00 AM
1556,6922,1:00:00 AM
1204,6776,1:00:00 AM
1265,6784,1:00:00 AM
2084,22551,1:00:00 AM
1997,6875,1:00:00 AM
1788,6925,1:00:00 AM
2033,6791,1:00:00 AM
853,7212,1:00:00 AM
1538,6854,1:00:00 AM
1276,6914,1:00:00 AM
1995,6925,1:00:00 AM
1472,19390,1:00:00 AM
1675,6787,1:00:00 AM
417,6789,1:00:00 AM
49,7443,1:00:00 AM
1559,6912,1:00:00 AM
1754,6810,1:00:00 AM
636,17406,1:00:00 AM
1153,7212,1:00:00 AM
110,6854,1:00:00 AM
447,6868,1:00:00 AM
789,6796,1:00:00 AM
431,6810,1:00:00 AM
2095,6889,1:00:00 AM
1996,6858,1:00:00 AM
759,6857,1:00:00 AM
2058,7505,1:00:00 AM
44,6853,1:00:00 AM
1287,6790,1:00:00 AM
674,6778,1:00:00 AM
1303,6777,1:00:00 AM
1318,6910,1:00:00 AM
1411,6854,1:00:00 AM
859,16274,1:00:00 AM
280,6956,1:00:00 AM
876,6920,1:00:00 AM
1849,6911,1:00:00 AM
1427,18939,1:00:00 AM
923,7432,1:00:00 AM
804,6819,1:00:00 AM
906,18939,1:00:00 AM
772,6797,1:00:00 AM
1955,6866,1:00:00 AM
886,6910,1:00:00 AM
1092,8903,1:00:00 AM
70,23415,1:00:00 AM
1919,6888,1:00:00 AM
923,7432,1:00:00 AM
1792,6792,1:00:00 AM
719,6792,1:00:00 AM
178,6949,1:00:00 AM
505,7212,1:00:00 AM
1305,6925,1:00:00 AM
1450,6794,1:00:00 AM
914,6789,1:00:00 AM
1087,6797,1:00:00 AM
521,6809,1:00:00 AM
950,6914,1:00:00 AM
380,6792,1:00:00 AM
229,6792,1:00:00 AM
1396,6815,1:00:00 AM
148,6974,1:00:00 AM
2006,6974,1:00:00 AM
2095,6889,1:00:00 AM
522,18142,1:00:00 AM
1416,26437,1:00:00 AM
1991,6850,1:00:00 AM
2050,6794,1:00:00 AM
558,7007,1:00:00 AM
1494,6859,1:00:00 AM
230,6853,1:00:00 AM
336,9079,1:00:00 AM
30,7008,1:00:00 AM
1665,6811,1:00:00 AM
1693,22935,1:00:00 AM
257,6792,1:00:00 AM
2075,6854,1:00:00 AM
1487,26541,1:00:00 AM
1933,21555,1:00:00 AM
1978,7212,1:00:00 AM
1658,6782,1:00:00 AM
288,6868,1:00:00 AM
497,7038,1:00:00 AM
843,6809,1:00:00 AM
1265,6784,1:00:00 AM
985,6925,1:00:00 AM
1034,6794,1:00:00 AM
1984,6795,1:00:00 AM
237,7104,1:00:00 AM
1509,6889,1:00:00 AM
199,6818,1:00:00 AM
1045,7058,1:00:00 AM
1451,6817,1:00:00 AM
669,6984,1:00:00 AM
252,6810,1:00:00 AM
1955,6866,1:00:00 AM
1995,6925,1:00:00 AM
1237,6819,1:00:00 AM
859,16274,1:00:00 AM
1566,16938,1:00:00 AM
500,6922,1:00:00 AM
1025,6920,1:00:00 AM
1276,6914,1:00:00 AM
1819,6838,1:00:00 AM
2011,6875,1:00:00 AM
923,7432,1:00:00 AM
1189,7280,1:00:00 AM
1219,6854,1:00:00 AM
1375,7022,1:00:00 AM
1008,7280,1:00:00 AM
1087,6797,1:00:00 AM
2064,7280,1:00:00 AM
546,6817,1:00:00 AM
853,7212,1:00:00 AM
438,6790,1:00:00 AM
516,6784,1:00:00 AM
801,6857,1:00:00 AM
265,6819,1:00:00 AM
1793,7058,1:00:00 AM
2034,6781,1:00:00 AM
1349,6792,1:00:00 AM
986,6889,1:00:00 AM
515,6821,1:00:00 AM
1688,7024,1:00:00 AM
681,7038,1:00:00 AM
1225,6850,1:00:00 AM
1789,6819,1:00:00 AM
224,27253,1:00:00 AM
1903,27257,1:00:00 AM
764,6785,1:00:00 AM
147,7726,1:00:00 AM
645,11208,1:00:00 AM
69,6853,1:00:00 AM
1126,6888,1:00:00 AM
1429,6776,1:00:00 AM
29,6813,1:00:00 AM
464,6888,1:00:00 AM
1941,6866,1:00:00 AM
759,6857,1:00:00 AM
1482,6787,1:00:00 AM
987,6925,1:00:00 AM
772,6797,1:00:00 AM
1598,6859,1:00:00 AM
667,6783,1:00:00 AM
380,6792,1:00:00 AM
2033,6791,1:00:00 AM
518,6782,1:00:00 AM
822,22935,1:00:00 AM
1709,6866,1:00:00 AM
333,6811,1:00:00 AM
284,16938,1:00:00 AM
894,7726,1:00:00 AM
1475,6922,1:00:00 AM
1665,6811,1:00:00 AM
1545,6984,1:00:00 AM
126,6888,1:00:00 AM
2089,6889,1:00:00 AM
1637,6796,1:00:00 AM
31,6783,1:00:00 AM
63,6784,1:00:00 AM
834,6819,1:00:00 AM
1302,7022,1:00:00 AM
437,6776,1:00:00 AM
804,6819,1:00:00 AM
1488,6951,1:00:00 AM
1741,6799,1:00:00 AM
986,6889,1:00:00 AM
631,6789,1:00:00 AM
254,7024,1:00:00 AM
621,6914,1:00:00 AM
708,6783,1:00:00 AM
2064,7280,1:00:00 AM
985,6925,1:00:00 AM
1037,6951,1:00:00 AM
702,6817,1:00:00 AM
1220,6859,1:00:00 AM
428,6886,1:00:00 AM
1773,6859,1:00:00 AM
250,7028,1:00:00 AM
1792,6792,1:00:00 AM
767,6791,1:00:00 AM
1256,6785,1:00:00 AM
667,6783,1:00:00 AM
738,6789,1:00:00 AM
1768,6891,1:00:00 AM
540,6783,1:00:00 AM
1179,22935,1:00:00 AM
1556,6922,1:00:00 AM
1311,6797,1:00:00 AM
1596,6791,1:00:00 AM
859,16274,1:00:00 AM
419,6858,1:00:00 AM
1253,7058,1:00:00 AM
993,19390,1:00:00 AM
1085,6910,1:00:00 AM
1995,6925,1:00:00 AM
1972,6789,1:00:00 AM
1035,6790,1:00:00 AM
1276,6914,1:00:00 AM
1882,6925,1:00:00 AM
661,7432,1:00:00 AM
131,6974,1:00:00 AM
259,9529,1:00:00 AM
1703,7035,1:00:00 AM
1984,6795,1:00:00 AM
14,6782,1:00:00 AM
681,7038,1:00:00 AM
1954,6819,1:00:00 AM
1051,6859,1:00:00 AM
1311,6797,1:00:00 AM
1509,6889,1:00:00 AM
1366,6810,1:00:00 AM
1378,6956,1:00:00 AM
616,15383,1:00:00 AM
1110,6973,1:00:00 AM
838,6889,1:00:00 AM
591,17406,1:00:00 AM
1874,6853,1:00:00 AM
1195,6974,1:00:00 AM
968,6911,1:00:00 AM
2034,6781,1:00:00 AM
1535,6795,1:00:00 AM
533,6791,1:00:00 AM
2065,6951,1:00:00 AM
2022,6783,1:00:00 AM
485,6951,1:00:00 AM
1318,6910,1:00:00 AM
789,6796,1:00:00 AM
63,6784,1:00:00 AM
2067,6784,1:00:00 AM
853,7212,1:00:00 AM
1996,6858,1:00:00 AM
1324,6821,1:00:00 AM
1068,6779,1:00:00 AM
812,6859,1:00:00 AM
1192,7212,1:00:00 AM
1129,6903,1:00:00 AM
914,6789,1:00:00 AM
1380,6778,1:00:00 AM
1295,7024,1:00:00 AM
1789,6819,1:00:00 AM
110,6854,1:00:00 AM
1908,6949,1:00:00 AM
1059,6811,1:00:00 AM
1285,7007,1:00:00 AM
982,7443,1:00:00 AM
645,11208,1:00:00 AM
701,6792,1:00:00 AM
2028,6888,1:00:00 AM
209,6784,1:00:00 AM
1672,6784,1:00:00 AM
320,27253,1:00:00 AM
476,6863,1:00:00 AM
1965,8474,1:00:00 AM
419,6858,1:00:00 AM
1596,6791,1:00:00 AM
1296,7443,1:00:00 AM
137,8205,1:00:00 AM
518,6782,1:00:00 AM
277,6838,1:00:00 AM
1817,7058,1:00:00 AM
319,6857,1:00:00 AM
621,6914,1:00:00 AM
1162,6974,1:00:00 AM
44,6853,1:00:00 AM
1074,6838,1:00:00 AM
1929,6800,1:00:00 AM
743,6922,1:00:00 AM
764,6785,1:00:00 AM
771,6857,1:00:00 AM
1693,22935,1:00:00 AM
1556,6922,1:00:00 AM
305,6943,1:00:00 AM
694,6821,1:00:00 AM
1,7024,1:00:00 AM
425,7443,1:00:00 AM
1768,6891,1:00:00 AM
629,7024,1:00:00 AM
917,6863,1:00:00 AM
1451,6817,1:00:00 AM
146,6850,1:00:00 AM
1703,7035,1:00:00 AM
286,6886,1:00:00 AM
2047,6889,1:00:00 AM
881,6974,1:00:00 AM
1935,6799,1:00:00 AM
994,15383,1:00:00 AM
740,6778,1:00:00 AM
350,6777,1:00:00 AM
14,6782,1:00:00 AM
1573,6777,1:00:00 AM
2095,6889,1:00:00 AM
1970,6777,1:00:00 AM
1839,6780,1:00:00 AM
1136,6859,1:00:00 AM
2030,6821,1:00:00 AM
951,6903,1:00:00 AM
40,6809,1:00:00 AM
1127,7008,1:00:00 AM
2075,6854,1:00:00 AM
1561,6796,1:00:00 AM
853,7212,1:00:00 AM
2004,6925,1:00:00 AM
368,6792,1:00:00 AM
683,6889,1:00:00 AM
2067,6784,1:00:00 AM
1225,6850,1:00:00 AM
283,6853,1:00:00 AM
412,6778,1:00:00 AM
1536,7505,1:00:00 AM
1472,19390,1:00:00 AM
199,6818,1:00:00 AM
1204,6776,1:00:00 AM
1705,7038,1:00:00 AM
1879,6797,1:00:00 AM
1095,6792,1:00:00 AM
237,7104,1:00:00 AM
128,6810,1:00:00 AM
1069,6857,1:00:00 AM
708,6783,1:00:00 AM
669,6984,1:00:00 AM
1396,6815,1:00:00 AM
430,24967,1:00:00 AM
125,6973,1:00:00 AM
1068,6779,1:00:00 AM
260,7270,1:00:00 AM
702,6817,1:00:00 AM
753,7726,1:00:00 AM
428,6886,1:00:00 AM
1408,6791,1:00:00 AM
1848,6949,1:00:00 AM
1256,6785,1:00:00 AM
977,9671,1:00:00 AM
1673,6818,1:00:00 AM
1538,6854,1:00:00 AM
88,6821,1:00:00 AM
629,7024,1:00:00 AM
764,6785,1:00:00 AM
534,30251,1:00:00 AM
501,6795,1:00:00 AM
1955,6866,1:00:00 AM
454,6791,1:00:00 AM
2041,6922,1:00:00 AM
40,6809,1:00:00 AM
230,6853,1:00:00 AM
2018,6820,1:00:00 AM
897,7280,1:00:00 AM
1311,6797,1:00:00 AM
241,7022,1:00:00 AM
1996,6858,1:00:00 AM
993,19390,1:00:00 AM
1559,6912,1:00:00 AM
447,6868,1:00:00 AM
2008,19390,1:00:00 AM
1452,6891,1:00:00 AM
14,6782,1:00:00 AM
674,6778,1:00:00 AM
639,6815,1:00:00 AM
1192,7212,1:00:00 AM
1137,18142,1:00:00 AM
1693,22935,1:00:00 AM
1189,7280,1:00:00 AM
283,6853,1:00:00 AM
394,6875,1:00:00 AM
489,7022,1:00:00 AM
730,6891,1:00:00 AM
162,8205,1:00:00 AM
1318,6910,1:00:00 AM
1070,6911,1:00:00 AM
1068,6779,1:00:00 AM
603,17406,1:00:00 AM
1128,6792,1:00:00 AM
1498,6795,1:00:00 AM
492,16274,1:00:00 AM
1839,6780,1:00:00 AM
1761,8903,1:00:00 AM
771,6857,1:00:00 AM
485,6951,1:00:00 AM
969,7726,1:00:00 AM
906,18939,1:00:00 AM
305,6943,1:00:00 AM
1625,24967,1:00:00 AM
1984,6795,1:00:00 AM
1014,6853,1:00:00 AM
712,6850,1:00:00 AM
254,7024,1:00:00 AM
2075,6854,1:00:00 AM
1107,6796,1:00:00 AM
450,6795,1:00:00 AM
373,6796,1:00:00 AM
804,6819,1:00:00 AM
198,7038,1:00:00 AM
2041,6922,1:00:00 AM
1497,6956,1:00:00 AM
540,6783,1:00:00 AM
1707,6858,1:00:00 AM
1287,6790,1:00:00 AM
442,7035,1:00:00 AM
917,6863,1:00:00 AM
1058,24372,1:00:00 AM
1095,6792,1:00:00 AM
1130,9529,1:00:00 AM
1879,6797,1:00:00 AM
108,6809,1:00:00 AM
929,6797,1:00:00 AM
977,9671,1:00:00 AM
1272,6777,1:00:00 AM
240,6783,1:00:00 AM
668,6781,1:00:00 AM
963,6850,1:00:00 AM
1907,6813,1:00:00 AM
1914,6819,1:00:00 AM
1941,6866,1:00:00 AM
2033,6791,1:00:00 AM
1854,12209,1:00:00 AM
162,8205,1:00:00 AM
812,6859,1:00:00 AM
1989,6782,1:00:00 AM
1116,7008,1:00:00 AM
1087,6797,1:00:00 AM
563,6789,1:00:00 AM
401,6790,1:00:00 AM
1566,16938,1:00:00 AM
1894,27253,1:00:00 AM
2065,6951,1:00:00 AM
1276,6914,1:00:00 AM
1740,7038,1:00:00 AM
2035,22551,1:00:00 AM
577,7270,1:00:00 AM
1192,7212,1:00:00 AM
645,11208,1:00:00 AM
283,6853,1:00:00 AM
2028,6888,1:00:00 AM
368,6792,1:00:00 AM
1937,7022,1:00:00 AM
30,7008,1:00:00 AM
513,6785,1:00:00 AM
673,24372,1:00:00 AM
71,6863,1:00:00 AM
1538,6854,1:00:00 AM
1707,6858,1:00:00 AM
505,7212,1:00:00 AM
29,6813,1:00:00 AM
2021,6920,1:00:00 AM
1313,23919,1:00:00 AM
135,12209,1:00:00 AM
1994,6858,1:00:00 AM
2021,6920,1:00:00 AM
222,6778,1:00:00 AM
407,6777,1:00:00 AM
368,6792,1:00:00 AM
229,6792,1:00:00 AM
1120,6903,1:00:00 AM
1687,6820,1:00:00 AM
104,6795,1:00:00 AM
1548,6776,1:00:00 AM
803,6911,1:00:00 AM
708,6783,1:00:00 AM
125,6973,1:00:00 AM
284,16938,1:00:00 AM
2066,6799,1:00:00 AM
1703,7035,1:00:00 AM
1056,6780,1:00:00 AM
69,6853,1:00:00 AM
286,6886,1:00:00 AM
627,6857,1:00:00 AM
1237,6819,1:00:00 AM
894,7726,1:00:00 AM
853,7212,1:00:00 AM
521,6809,1:00:00 AM
1396,6815,1:00:00 AM
733,6850,1:00:00 AM
1503,6792,1:00:00 AM
259,9529,1:00:00 AM
1335,6866,1:00:00 AM
1370,7212,1:00:00 AM
1932,22551,1:00:00 AM
2026,7104,1:00:00 AM
1259,6853,1:00:00 AM
1375,7022,1:00:00 AM
196,6789,1:00:00 AM
1583,18939,1:00:00 AM
1488,6951,1:00:00 AM
97,6911,1:00:00 AM
556,6809,1:00:00 AM
798,7058,1:00:00 AM
708,6783,1:00:00 AM
963,6850,1:00:00 AM
333,6811,1:00:00 AM
1026,24121,1:00:00 AM
1672,6784,1:00:00 AM
696,6943,1:00:00 AM
1244,6821,1:00:00 AM
1671,6858,1:00:00 AM
29,6813,1:00:00 AM
1069,6857,1:00:00 AM
554,6820,1:00:00 AM
458,6781,1:00:00 AM
922,7212,1:00:00 AM
1220,6859,1:00:00 AM
1741,6799,1:00:00 AM
1538,6854,1:00:00 AM
391,6809,1:00:00 AM
70,23415,1:00:00 AM
1001,6949,1:00:00 AM
1705,7038,1:00:00 AM
639,6815,1:00:00 AM
1256,6785,1:00:00 AM
516,6784,1:00:00 AM
1166,6790,1:00:00 AM
458,6781,1:00:00 AM
1574,6850,1:00:00 AM
1090,6783,1:00:00 AM
