user_id,teamchat_session_id,leaves_time,leaves_time, time_leave_v2 
2004,6925,1:15,2:55 AM," 1,534,140.00 "
719,6792,1:28,2:55 AM," 1,534,140.00 "
1462,6889,1:25,2:53 AM," 1,534,140.00 "
1200,6777,1:16,2:56 AM," 1,534,140.00 "
764,6785,1:18,2:56 AM," 1,534,140.00 "
767,6791,1:07,2:54 AM," 1,534,140.00 "
1324,6821,1:22,2:57 AM," 1,534,140.00 "
985,6925,1:09,2:56 AM," 1,534,140.00 "
1153,7212,1:25,2:53 AM," 1,534,140.00 "
14,6782,1:05,2:55 AM," 1,534,140.00 "
507,6813,1:21,2:57 AM," 1,534,140.00 "
968,6911,1:25,2:54 AM," 1,534,140.00 "
37,7104,1:27,7:26 AM," 1,534,140.00 "
611,6809,1:29,2:53 AM," 1,534,140.00 "
1514,7212,1:07,2:52 AM," 1,534,140.00 "
252,6810,1:23,2:52 AM," 1,534,140.00 "
1665,6811,1:14,3:08 AM," 1,534,140.00 "
1450,6794,1:12,2:54 AM," 1,534,140.00 "
2004,6925,1:17,2:53 AM," 1,534,140.00 "
137,8205,1:07,2:52 AM," 1,534,140.00 "
1454,6776,1:16,2:55 AM," 1,534,140.00 "
1136,6859,1:12,2:58 AM," 1,534,140.00 "
789,6796,1:34,2:55 AM," 1,534,140.00 "
1588,6776,1:08,6:02 AM," 1,534,140.00 "
507,6813,1:11,2:54 AM," 1,534,140.00 "
1370,7212,1:29,2:54 AM," 1,534,140.00 "
476,6863,1:24,2:32 PM," 1,534,140.00 "
196,6789,1:32,3:00 AM," 1,534,140.00 "
277,6838,1:34,7:15 AM," 1,534,140.00 "
49,7443,1:26,2:54 AM," 1,534,140.00 "
1854,12209,1:34,8:34 AM," 1,534,140.00 "
1189,7280,1:06,2:53 AM," 1,534,140.00 "
1378,6956,1:18,2:53 AM," 1,534,140.00 "
709,6821,1:04,2:55 AM," 1,534,140.00 "
1839,6780,1:25,2:38 PM," 1,534,140.00 "
1118,6850,1:18,2:53 AM," 1,534,140.00 "
461,6787,1:00,2:53 AM," 1,534,140.00 "
2004,6925,1:21,2:55 AM," 1,534,140.00 "
1074,6838,1:03,2:54 AM," 1,534,140.00 "
37,7104,1:32,2:58 AM," 1,534,140.00 "
1559,6912,1:25,2:54 AM," 1,534,140.00 "
280,6956,1:11,2:56 AM," 1,534,140.00 "
1059,6811,1:11,2:53 AM," 1,534,140.00 "
20,6799,1:34,2:55 AM," 1,534,140.00 "
1461,6783,1:07,2:53 AM," 1,534,140.00 "
2026,7104,1:28,2:57 AM," 1,534,140.00 "
1253,7058,1:08,2:57 AM," 1,534,140.00 "
1311,6797,1:20,4:23 AM," 1,534,140.00 "
881,6974,1:16,2:53 AM," 1,534,140.00 "
1709,6866,1:34,2:55 AM," 1,534,140.00 "
1761,8903,1:20,2:54 AM," 1,534,140.00 "
1378,6956,1:01,2:55 AM," 1,534,140.00 "
1165,6914,1:11,3:03 AM," 1,534,140.00 "
2075,6854,1:19,3:00 AM," 1,534,140.00 "
1001,6949,1:15,2:58 AM," 1,534,140.00 "
456,6810,1:33,7:30 AM," 1,534,140.00 "
476,6863,1:16,2:54 AM," 1,534,140.00 "
280,6956,1:25,2:56 AM," 1,534,140.00 "
1038,6790,1:25,2:56 AM," 1,534,140.00 "
999,6780,1:19,3:01 AM," 1,534,140.00 "
538,6795,1:02,2:56 AM," 1,534,140.00 "
1090,6783,1:01,2:53 AM," 1,534,140.00 "
426,6797,1:14,3:00 AM," 1,534,140.00 "
869,6809,1:09,2:57 AM," 1,534,140.00 "
861,6925,1:24,2:55 AM," 1,534,140.00 "
834,6819,1:10,2:53 AM," 1,534,140.00 "
843,6809,1:27,2:53 AM," 1,534,140.00 "
254,7024,1:33,6:23 AM," 1,534,140.00 "
1269,16938,1:32,2:53 AM," 1,534,140.00 "
63,6784,1:17,2:55 AM," 1,534,140.00 "
1972,6789,1:18,7:56 AM," 1,534,140.00 "
1848,6949,1:22,2:53 AM," 1,534,140.00 "
294,6783,1:34,2:55 AM," 1,534,140.00 "
2014,8474,1:08,2:53 AM," 1,534,140.00 "
1919,6888,1:26,2:57 AM," 1,534,140.00 "
1954,6819,1:08,2:54 AM," 1,534,140.00 "
241,7022,1:15,3:00 AM," 1,534,140.00 "
4,6888,1:07,6:59 AM," 1,534,140.00 "
969,7726,1:33,2:55 AM," 1,534,140.00 "
1428,6984,1:26,2:52 AM," 1,534,140.00 "
1847,6779,1:34,2:54 AM," 1,534,140.00 "
668,6781,1:07,7:22 AM," 1,534,140.00 "
1665,6811,1:32,2:54 AM," 1,534,140.00 "
1349,6792,1:31,2:54 AM," 1,534,140.00 "
199,6818,1:18,2:52 AM," 1,534,140.00 "
1550,6910,1:17,4:23 AM," 1,534,140.00 "
1970,6777,1:05,2:53 AM," 1,534,140.00 "
772,6797,1:01,2:55 AM," 1,534,140.00 "
1935,6799,1:22,2:53 AM," 1,534,140.00 "
454,6791,1:06,2:53 AM," 1,534,140.00 "
1978,7212,1:23,2:52 AM," 1,534,140.00 "
1847,6779,1:23,6:59 AM," 1,534,140.00 "
428,6886,1:20,2:57 AM," 1,534,140.00 "
444,18142,1:21,2:53 AM," 1,534,140.00 "
1272,6777,1:33,2:55 AM," 1,534,140.00 "
1883,6779,1:14,2:55 AM," 1,534,140.00 "
263,6925,1:17,2:53 AM," 1,534,140.00 "
1873,6850,1:33,2:55 AM," 1,534,140.00 "
1204,6776,1:33,2:53 AM," 1,534,140.00 "
263,6925,1:10,2:53 AM," 1,534,140.00 "
1883,6779,1:09,2:53 AM," 1,534,140.00 "
69,6853,1:17,2:57 AM," 1,534,140.00 "
1,7024,1:03,7:46 AM," 1,534,140.00 "
1550,6910,1:34,2:54 AM," 1,534,140.00 "
661,7432,1:15,7:38 AM," 1,534,140.00 "
1638,7347,1:18,6:02 AM," 1,534,140.00 "
1873,6850,1:20,3:08 AM," 1,534,140.00 "
642,6920,1:18,7:56 AM," 1,534,140.00 "
2075,6854,1:32,2:54 AM," 1,534,140.00 "
743,6922,1:35,2:53 AM," 1,534,140.00 "
1559,6912,1:09,2:52 AM," 1,534,140.00 "
1965,8474,1:07,2:54 AM," 1,534,140.00 "
336,9079,1:24,2:53 AM," 1,534,140.00 "
1092,8903,1:18,3:28 AM," 1,534,140.00 "
1741,6799,1:09,5:50 AM," 1,534,140.00 "
1287,6790,1:16,2:56 AM," 1,534,140.00 "
1920,6956,1:25,2:52 AM," 1,534,140.00 "
1012,6875,1:02,2:57 AM," 1,534,140.00 "
388,6795,1:14,8:20 AM," 1,534,140.00 "
914,6789,1:03,8:34 AM," 1,534,140.00 "
560,6925,1:17,7:46 AM," 1,534,140.00 "
828,7104,1:31,2:56 AM," 1,534,140.00 "
1189,7280,1:25,7:15 AM," 1,534,140.00 "
904,7505,1:03,2:57 AM," 1,534,140.00 "
1366,6810,1:09,2:53 AM," 1,534,140.00 "
1792,6792,1:28,3:51 PM," 1,534,140.00 "
1126,6888,1:18,2:53 AM," 1,534,140.00 "
1130,9529,1:07,2:53 AM," 1,534,140.00 "
30,7008,1:16,2:54 AM," 1,534,140.00 "
252,6810,1:07,2:53 AM," 1,534,140.00 "
1741,6799,1:23,2:54 AM," 1,534,140.00 "
1305,6925,1:09,3:01 AM," 1,534,140.00 "
538,6795,1:08,5:50 AM," 1,534,140.00 "
9,6776,1:29,2:54 AM," 1,534,140.00 "
540,6783,1:24,2:55 AM," 1,534,140.00 "
1506,6780,1:08,2:53 AM," 1,534,140.00 "
1627,6784,1:27,3:02 AM," 1,534,140.00 "
1935,6799,1:34,8:34 AM," 1,534,140.00 "
254,7024,1:22,3:51 PM," 1,534,140.00 "
1996,6858,1:06,2:58 AM," 1,534,140.00 "
391,6809,1:32,4:06 AM," 1,534,140.00 "
1136,6859,1:00,1:00 AM," 1,534,140.00 "
1311,6797,1:00,1:00 AM," 1,534,140.00 "
20,6799,1:00,1:00 AM," 1,534,140.00 "
1848,6949,1:00,1:00 AM," 1,534,140.00 "
603,17406,1:00,1:00 AM," 1,534,140.00 "
1975,6949,1:00,1:00 AM," 1,534,140.00 "
2078,6956,1:00,1:00 AM," 1,534,140.00 "
792,6779,1:00,1:00 AM," 1,534,140.00 "
1107,6796,1:00,1:00 AM," 1,534,140.00 "
4,6888,1:00,1:00 AM," 1,534,140.00 "
1506,6780,1:00,1:00 AM," 1,534,140.00 "
1475,6922,1:00,1:00 AM," 1,534,140.00 "
1596,6791,1:00,1:00 AM," 1,534,140.00 "
2093,6922,1:00,1:00 AM," 1,534,140.00 "
1296,7443,1:00,1:00 AM," 1,534,140.00 "
1703,7035,1:00,1:00 AM," 1,534,140.00 "
1311,6797,1:00,1:00 AM," 1,534,140.00 "
216,6790,1:00,1:00 AM," 1,534,140.00 "
1285,7007,1:00,1:00 AM," 1,534,140.00 "
283,6853,1:00,1:00 AM," 1,534,140.00 "
137,8205,1:00,1:00 AM," 1,534,140.00 "
1865,6795,1:00,1:00 AM," 1,534,140.00 "
257,6792,1:00,1:00 AM," 1,534,140.00 "
277,6838,1:00,1:00 AM," 1,534,140.00 "
126,6888,1:00,1:00 AM," 1,534,140.00 "
1165,6914,1:00,1:00 AM," 1,534,140.00 "
194,6785,1:00,1:00 AM," 1,534,140.00 "
1461,6783,1:00,1:00 AM," 1,534,140.00 "
630,6785,1:00,1:00 AM," 1,534,140.00 "
1189,7280,1:00,1:00 AM," 1,534,140.00 "
1169,6818,1:00,1:00 AM," 1,534,140.00 "
1498,6795,1:00,1:00 AM," 1,534,140.00 "
2100,6791,1:00,1:00 AM," 1,534,140.00 "
1305,6925,1:00,1:00 AM," 1,534,140.00 "
419,6858,1:00,1:00 AM," 1,534,140.00 "
1450,6794,1:00,1:00 AM," 1,534,140.00 "
1606,6780,1:00,1:00 AM," 1,534,140.00 "
627,6857,1:00,1:00 AM," 1,534,140.00 "
1241,6785,1:00,1:00 AM," 1,534,140.00 "
29,6813,1:00,1:00 AM," 1,534,140.00 "
1253,7058,1:00,1:00 AM," 1,534,140.00 "
1839,6780,1:00,1:00 AM," 1,534,140.00 "
1090,6783,1:00,1:00 AM," 1,534,140.00 "
1769,7024,1:00,1:00 AM," 1,534,140.00 "
128,6810,1:00,1:00 AM," 1,534,140.00 "
1276,6914,1:00,1:00 AM," 1,534,140.00 "
744,6889,1:00,1:00 AM," 1,534,140.00 "
1378,6956,1:00,1:00 AM," 1,534,140.00 "
1074,6838,1:00,1:00 AM," 1,534,140.00 "
629,7024,1:00,1:00 AM," 1,534,140.00 "
311,6866,1:00,1:00 AM," 1,534,140.00 "
969,7726,1:00,1:00 AM," 1,534,140.00 "
1120,6903,1:00,1:00 AM," 1,534,140.00 "
1302,7022,1:00,1:00 AM," 1,534,140.00 "
1598,6859,1:00,1:00 AM," 1,534,140.00 "
1092,8903,1:00,1:00 AM," 1,534,140.00 "
2064,7280,1:00,1:00 AM," 1,534,140.00 "
1107,6796,1:00,1:00 AM," 1,534,140.00 "
31,6783,1:00,1:00 AM," 1,534,140.00 "
277,6838,1:00,1:00 AM," 1,534,140.00 "
1454,6776,1:00,1:00 AM," 1,534,140.00 "
1919,6888,1:00,1:00 AM," 1,534,140.00 "
738,6789,1:00,1:00 AM," 1,534,140.00 "
843,6809,1:00,1:00 AM," 1,534,140.00 "
1204,6776,1:00,1:00 AM," 1,534,140.00 "
1051,6859,1:00,1:00 AM," 1,534,140.00 "
1045,7058,1:00,1:00 AM," 1,534,140.00 "
1354,6789,1:00,1:00 AM," 1,534,140.00 "
204,6789,1:00,1:00 AM," 1,534,140.00 "
1349,6792,1:00,1:00 AM," 1,534,140.00 "
792,6779,1:00,1:00 AM," 1,534,140.00 "
75,8903,1:00,1:00 AM," 1,534,140.00 "
1768,6891,1:00,1:00 AM," 1,534,140.00 "
1244,6821,1:00,1:00 AM," 1,534,140.00 "
29,6813,1:00,1:00 AM," 1,534,140.00 "
1955,6866,1:00,1:00 AM," 1,534,140.00 "
1285,7007,1:00,1:00 AM," 1,534,140.00 "
922,7212,1:00,1:00 AM," 1,534,140.00 "
1908,6949,1:00,1:00 AM," 1,534,140.00 "
2022,6783,1:00,1:00 AM," 1,534,140.00 "
1970,6777,1:00,1:00 AM," 1,534,140.00 "
2078,6956,1:00,1:00 AM," 1,534,140.00 "
560,6925,1:00,1:00 AM," 1,534,140.00 "
40,6809,1:00,1:00 AM," 1,534,140.00 "
288,6868,1:00,1:00 AM," 1,534,140.00 "
1479,6794,1:00,1:00 AM," 1,534,140.00 "
2004,6925,1:00,1:00 AM," 1,534,140.00 "
983,6799,1:00,1:00 AM," 1,534,140.00 "
685,7280,1:00,1:00 AM," 1,534,140.00 "
380,6792,1:00,1:00 AM," 1,534,140.00 "
1995,6925,1:00,1:00 AM," 1,534,140.00 "
1574,6850,1:00,1:00 AM," 1,534,140.00 "
2089,6889,1:00,1:00 AM," 1,534,140.00 "
1248,7058,1:00,1:00 AM," 1,534,140.00 "
987,6925,1:00,1:00 AM," 1,534,140.00 "
1114,6866,1:00,1:00 AM," 1,534,140.00 "
464,6888,1:00,1:00 AM," 1,534,140.00 "
1514,7212,1:00,1:00 AM," 1,534,140.00 "
708,6783,1:00,1:00 AM," 1,534,140.00 "
869,6809,1:00,1:00 AM," 1,534,140.00 "
1068,6779,1:00,1:00 AM," 1,534,140.00 "
540,6783,1:00,1:00 AM," 1,534,140.00 "
1215,12209,1:00,1:00 AM," 1,534,140.00 "
2034,6781,1:00,1:00 AM," 1,534,140.00 "
1165,6914,1:00,1:00 AM," 1,534,140.00 "
500,6922,1:00,1:00 AM," 1,534,140.00 "
1169,6818,1:00,1:00 AM," 1,534,140.00 "
1817,7058,1:00,1:00 AM," 1,534,140.00 "
1741,6799,1:00,1:00 AM," 1,534,140.00 "
859,16274,1:00,1:00 AM," 1,534,140.00 "
1587,6780,1:00,1:00 AM," 1,534,140.00 "
456,6810,1:00,1:00 AM," 1,534,140.00 "
1272,6777,1:00,1:00 AM," 1,534,140.00 "
1991,6850,1:00,1:00 AM," 1,534,140.00 "
1883,6779,1:00,1:00 AM," 1,534,140.00 "
472,21555,1:00,1:00 AM," 1,534,140.00 "
1596,6791,1:00,1:00 AM," 1,534,140.00 "
696,6943,1:00,1:00 AM," 1,534,140.00 "
1937,7022,1:00,1:00 AM," 1,534,140.00 "
951,6903,1:00,1:00 AM," 1,534,140.00 "
1256,6785,1:00,1:00 AM," 1,534,140.00 "
391,6809,1:00,1:00 AM," 1,534,140.00 "
1335,6866,1:00,1:00 AM," 1,534,140.00 "
914,6789,1:00,1:00 AM," 1,534,140.00 "
1442,12209,1:00,1:00 AM," 1,534,140.00 "
1506,6780,1:00,1:00 AM," 1,534,140.00 "
1287,6790,1:00,1:00 AM," 1,534,140.00 "
2028,6888,1:00,1:00 AM," 1,534,140.00 "
1854,12209,1:00,1:00 AM," 1,534,140.00 "
174,6819,1:00,1:00 AM," 1,534,140.00 "
516,6784,1:00,1:00 AM," 1,534,140.00 "
1503,6792,1:00,1:00 AM," 1,534,140.00 "
1789,6819,1:00,1:00 AM," 1,534,140.00 "
556,6809,1:00,1:00 AM," 1,534,140.00 "
1318,6910,1:00,1:00 AM," 1,534,140.00 "
985,6925,1:00,1:00 AM," 1,534,140.00 "
119,14146,1:00,1:00 AM," 1,534,140.00 "
1038,6790,1:00,1:00 AM," 1,534,140.00 "
1819,6838,1:00,1:00 AM," 1,534,140.00 "
1573,6777,1:00,1:00 AM," 1,534,140.00 "
1034,6794,1:00,1:00 AM," 1,534,140.00 "
204,6789,1:00,1:00 AM," 1,534,140.00 "
764,6785,1:00,1:00 AM," 1,534,140.00 "
2089,6889,1:00,1:00 AM," 1,534,140.00 "
1839,6780,1:00,1:00 AM," 1,534,140.00 "
380,6792,1:00,1:00 AM," 1,534,140.00 "
128,6810,1:00,1:00 AM," 1,534,140.00 "
1965,8474,1:00,1:00 AM," 1,534,140.00 "
844,7443,1:00,1:00 AM," 1,534,140.00 "
2014,8474,1:00,1:00 AM," 1,534,140.00 "
661,7432,1:00,1:00 AM," 1,534,140.00 "
216,6790,1:00,1:00 AM," 1,534,140.00 "
148,6974,1:00,1:00 AM," 1,534,140.00 "
2058,7505,1:00,1:00 AM," 1,534,140.00 "
1118,6850,1:00,1:00 AM," 1,534,140.00 "
30,7008,1:00,1:00 AM," 1,534,140.00 "
1947,6799,1:00,1:00 AM," 1,534,140.00 "
426,6797,1:00,1:00 AM," 1,534,140.00 "
291,6815,1:00,1:00 AM," 1,534,140.00 "
1969,9671,1:00,1:00 AM," 1,534,140.00 "
738,6789,1:00,1:00 AM," 1,534,140.00 "
1220,6859,1:00,1:00 AM," 1,534,140.00 "
1452,6891,1:00,1:00 AM," 1,534,140.00 "
1324,6821,1:00,1:00 AM," 1,534,140.00 "
431,6810,1:00,1:00 AM," 1,534,140.00 "
333,6811,1:00,1:00 AM," 1,534,140.00 "
518,6782,1:00,1:00 AM," 1,534,140.00 "
1627,6784,1:00,1:00 AM," 1,534,140.00 "
667,6783,1:00,1:00 AM," 1,534,140.00 "
1451,6817,1:00,1:00 AM," 1,534,140.00 "
2050,6794,1:00,1:00 AM," 1,534,140.00 "
1933,21555,1:00,1:00 AM," 1,534,140.00 "
1561,6796,1:00,1:00 AM," 1,534,140.00 "
1929,6800,1:00,1:00 AM," 1,534,140.00 "
683,6889,1:00,1:00 AM," 1,534,140.00 "
702,6817,1:00,1:00 AM," 1,534,140.00 "
1522,6974,1:00,1:00 AM," 1,534,140.00 "
1178,9079,1:00,1:00 AM," 1,534,140.00 "
996,6984,1:00,1:00 AM," 1,534,140.00 "
277,6838,1:00,1:00 AM," 1,534,140.00 "
1287,6790,1:00,1:00 AM," 1,534,140.00 "
128,6810,1:00,1:00 AM," 1,534,140.00 "
518,6782,1:00,1:00 AM," 1,534,140.00 "
696,6943,1:00,1:00 AM," 1,534,140.00 "
1056,6780,1:00,1:00 AM," 1,534,140.00 "
1085,6910,1:00,1:00 AM," 1,534,140.00 "
502,6799,1:00,1:00 AM," 1,534,140.00 "
1687,6820,1:00,1:00 AM," 1,534,140.00 "
1868,6888,1:00,1:00 AM," 1,534,140.00 "
1503,6792,1:00,1:00 AM," 1,534,140.00 "
254,7024,1:00,1:00 AM," 1,534,140.00 "
914,6789,1:00,1:00 AM," 1,534,140.00 "
286,6886,1:00,1:00 AM," 1,534,140.00 "
876,6920,1:00,1:00 AM," 1,534,140.00 "
213,6811,1:00,1:00 AM," 1,534,140.00 "
1311,6797,1:00,1:00 AM," 1,534,140.00 "
178,6949,1:00,1:00 AM," 1,534,140.00 "
2037,6821,1:00,1:00 AM," 1,534,140.00 "
1318,6910,1:00,1:00 AM," 1,534,140.00 "
708,6783,1:00,1:00 AM," 1,534,140.00 "
1482,6787,1:00,1:00 AM," 1,534,140.00 "
1882,6925,1:00,1:00 AM," 1,534,140.00 "
762,7505,1:00,1:00 AM," 1,534,140.00 "
119,14146,1:00,1:00 AM," 1,534,140.00 "
1461,6783,1:00,1:00 AM," 1,534,140.00 "
1970,6777,1:00,1:00 AM," 1,534,140.00 "
311,6866,1:00,1:00 AM," 1,534,140.00 "
1498,6795,1:00,1:00 AM," 1,534,140.00 "
1012,6875,1:00,1:00 AM," 1,534,140.00 "
1548,6776,1:00,1:00 AM," 1,534,140.00 "
546,6817,1:00,1:00 AM," 1,534,140.00 "
2093,6922,1:00,1:00 AM," 1,534,140.00 "
1498,6795,1:00,1:00 AM," 1,534,140.00 "
1169,6818,1:00,1:00 AM," 1,534,140.00 "
97,6911,1:00,1:00 AM," 1,534,140.00 "
2075,6854,1:00,1:00 AM," 1,534,140.00 "
1545,6984,1:00,1:00 AM," 1,534,140.00 "
497,7038,1:00,1:00 AM," 1,534,140.00 "
378,6914,1:00,1:00 AM," 1,534,140.00 "
1,7024,1:00,1:00 AM," 1,534,140.00 "
2066,6799,1:00,1:00 AM," 1,534,140.00 "
1090,6783,1:00,1:00 AM," 1,534,140.00 "
861,6925,1:00,1:00 AM," 1,534,140.00 "
1573,6777,1:00,1:00 AM," 1,534,140.00 "
778,6780,1:00,1:00 AM," 1,534,140.00 "
533,6791,1:00,1:00 AM," 1,534,140.00 "
789,6796,1:00,1:00 AM," 1,534,140.00 "
1538,6854,1:00,1:00 AM," 1,534,140.00 "
449,6778,1:00,1:00 AM," 1,534,140.00 "
311,6866,1:00,1:00 AM," 1,534,140.00 "
1034,6794,1:00,1:00 AM," 1,534,140.00 "
1503,6792,1:00,1:00 AM," 1,534,140.00 "
391,6809,1:00,1:00 AM," 1,534,140.00 "
589,6889,1:00,1:00 AM," 1,534,140.00 "
442,7035,1:00,1:00 AM," 1,534,140.00 "
1001,6949,1:00,1:00 AM," 1,534,140.00 "
148,6974,1:00,1:00 AM," 1,534,140.00 "
621,6914,1:00,1:00 AM," 1,534,140.00 "
1379,18939,1:00,1:00 AM," 1,534,140.00 "
1658,6782,1:00,1:00 AM," 1,534,140.00 "
2033,6791,1:00,1:00 AM," 1,534,140.00 "
507,6813,1:00,1:00 AM," 1,534,140.00 "
1693,22935,1:00,1:00 AM," 1,534,140.00 "
1969,9671,1:00,1:00 AM," 1,534,140.00 "
417,6789,1:00,1:00 AM," 1,534,140.00 "
578,7058,1:00,1:00 AM," 1,534,140.00 "
329,6914,1:00,1:00 AM," 1,534,140.00 "
1137,18142,1:00,1:00 AM," 1,534,140.00 "
996,6984,1:00,1:00 AM," 1,534,140.00 "
1254,6819,1:00,1:00 AM," 1,534,140.00 "
804,6819,1:00,1:00 AM," 1,534,140.00 "
194,6785,1:00,1:00 AM," 1,534,140.00 "
1137,18142,1:00,1:00 AM," 1,534,140.00 "
1035,6790,1:00,1:00 AM," 1,534,140.00 "
1475,6922,1:00,1:00 AM," 1,534,140.00 "
1472,19390,1:00,1:00 AM," 1,534,140.00 "
1034,6794,1:00,1:00 AM," 1,534,140.00 "
1066,7028,1:00,1:00 AM," 1,534,140.00 "
1128,6792,1:00,1:00 AM," 1,534,140.00 "
1792,6792,1:00,1:00 AM," 1,534,140.00 "
209,6784,1:00,1:00 AM," 1,534,140.00 "
1658,6782,1:00,1:00 AM," 1,534,140.00 "
365,6819,1:00,1:00 AM," 1,534,140.00 "
2033,6791,1:00,1:00 AM," 1,534,140.00 "
1865,6795,1:00,1:00 AM," 1,534,140.00 "
1688,7024,1:00,1:00 AM," 1,534,140.00 "
1070,6911,1:00,1:00 AM," 1,534,140.00 "
1287,6790,1:00,1:00 AM," 1,534,140.00 "
199,6818,1:00,1:00 AM," 1,534,140.00 "
563,6789,1:00,1:00 AM," 1,534,140.00 "
1272,6777,1:00,1:00 AM," 1,534,140.00 "
1324,6821,1:00,1:00 AM," 1,534,140.00 "
1754,6810,1:00,1:00 AM," 1,534,140.00 "
1114,6866,1:00,1:00 AM," 1,534,140.00 "
936,6949,1:00,1:00 AM," 1,534,140.00 "
759,6857,1:00,1:00 AM," 1,534,140.00 "
556,6809,1:00,1:00 AM," 1,534,140.00 "
1276,6914,1:00,1:00 AM," 1,534,140.00 "
1427,18939,1:00,1:00 AM," 1,534,140.00 "
1559,6912,1:00,1:00 AM," 1,534,140.00 "
2100,6791,1:00,1:00 AM," 1,534,140.00 "
1498,6795,1:00,1:00 AM," 1,534,140.00 "
2026,7104,1:00,1:00 AM," 1,534,140.00 "
915,7104,1:00,1:00 AM," 1,534,140.00 "
630,6785,1:00,1:00 AM," 1,534,140.00 "
969,7726,1:00,1:00 AM," 1,534,140.00 "
914,6789,1:00,1:00 AM," 1,534,140.00 "
2084,22551,1:00,1:00 AM," 1,534,140.00 "
1166,6790,1:00,1:00 AM," 1,534,140.00 "
104,6795,1:00,1:00 AM," 1,534,140.00 "
250,7028,1:00,1:00 AM," 1,534,140.00 "
1127,7008,1:00,1:00 AM," 1,534,140.00 "
861,6925,1:00,1:00 AM," 1,534,140.00 "
1975,6949,1:00,1:00 AM," 1,534,140.00 "
876,6920,1:00,1:00 AM," 1,534,140.00 "
378,6914,1:00,1:00 AM," 1,534,140.00 "
738,6789,1:00,1:00 AM," 1,534,140.00 "
1254,6819,1:00,1:00 AM," 1,534,140.00 "
886,6910,1:00,1:00 AM," 1,534,140.00 "
621,6914,1:00,1:00 AM," 1,534,140.00 "
1118,6850,1:00,1:00 AM," 1,534,140.00 "
1959,6820,1:00,1:00 AM," 1,534,140.00 "
674,6778,1:00,1:00 AM," 1,534,140.00 "
996,6984,1:00,1:00 AM," 1,534,140.00 "
853,7212,1:00,1:00 AM," 1,534,140.00 "
1296,7443,1:00,1:00 AM," 1,534,140.00 "
110,6854,1:00,1:00 AM," 1,534,140.00 "
1919,6888,1:00,1:00 AM," 1,534,140.00 "
1658,6782,1:00,1:00 AM," 1,534,140.00 "
1313,23919,1:00,1:00 AM," 1,534,140.00 "
2011,6875,1:00,1:00 AM," 1,534,140.00 "
1153,7212,1:00,1:00 AM," 1,534,140.00 "
1204,6776,1:00,1:00 AM," 1,534,140.00 "
380,6792,1:00,1:00 AM," 1,534,140.00 "
1035,6790,1:00,1:00 AM," 1,534,140.00 "
423,6925,1:00,1:00 AM," 1,534,140.00 "
1427,18939,1:00,1:00 AM," 1,534,140.00 "
431,6810,1:00,1:00 AM," 1,534,140.00 "
280,6956,1:00,1:00 AM," 1,534,140.00 "
1305,6925,1:00,1:00 AM," 1,534,140.00 "
674,6778,1:00,1:00 AM," 1,534,140.00 "
859,16274,1:00,1:00 AM," 1,534,140.00 "
2095,6889,1:00,1:00 AM," 1,534,140.00 "
49,7443,1:00,1:00 AM," 1,534,140.00 "
1995,6925,1:00,1:00 AM," 1,534,140.00 "
1996,6858,1:00,1:00 AM," 1,534,140.00 "
1675,6787,1:00,1:00 AM," 1,534,140.00 "
876,6920,1:00,1:00 AM," 1,534,140.00 "
1849,6911,1:00,1:00 AM," 1,534,140.00 "
1045,7058,1:00,1:00 AM," 1,534,140.00 "
1991,6850,1:00,1:00 AM," 1,534,140.00 "
70,23415,1:00,1:00 AM," 1,534,140.00 "
1318,6910,1:00,1:00 AM," 1,534,140.00 "
1955,6866,1:00,1:00 AM," 1,534,140.00 "
417,6789,1:00,1:00 AM," 1,534,140.00 "
500,6922,1:00,1:00 AM," 1,534,140.00 "
2058,7505,1:00,1:00 AM," 1,534,140.00 "
636,17406,1:00,1:00 AM," 1,534,140.00 "
1429,6776,1:00,1:00 AM," 1,534,140.00 "
789,6796,1:00,1:00 AM," 1,534,140.00 "
199,6818,1:00,1:00 AM," 1,534,140.00 "
1219,6854,1:00,1:00 AM," 1,534,140.00 "
30,7008,1:00,1:00 AM," 1,534,140.00 "
44,6853,1:00,1:00 AM," 1,534,140.00 "
1482,6787,1:00,1:00 AM," 1,534,140.00 "
336,9079,1:00,1:00 AM," 1,534,140.00 "
1933,21555,1:00,1:00 AM," 1,534,140.00 "
923,7432,1:00,1:00 AM," 1,534,140.00 "
1092,8903,1:00,1:00 AM," 1,534,140.00 "
772,6797,1:00,1:00 AM," 1,534,140.00 "
252,6810,1:00,1:00 AM," 1,534,140.00 "
1450,6794,1:00,1:00 AM," 1,534,140.00 "
1965,8474,1:00,1:00 AM," 1,534,140.00 "
1665,6811,1:00,1:00 AM," 1,534,140.00 "
1488,6951,1:00,1:00 AM," 1,534,140.00 "
148,6974,1:00,1:00 AM," 1,534,140.00 "
843,6809,1:00,1:00 AM," 1,534,140.00 "
1126,6888,1:00,1:00 AM," 1,534,140.00 "
237,7104,1:00,1:00 AM," 1,534,140.00 "
1087,6797,1:00,1:00 AM," 1,534,140.00 "
667,6783,1:00,1:00 AM," 1,534,140.00 "
521,6809,1:00,1:00 AM," 1,534,140.00 "
178,6949,1:00,1:00 AM," 1,534,140.00 "
2064,7280,1:00,1:00 AM," 1,534,140.00 "
923,7432,1:00,1:00 AM," 1,534,140.00 "
