chat_item,user_id,Mention_time
24155,1462,7:42
24170,1688,7:42
24173,1769,7:42
24175,507,7:42
24176,520,7:42
24178,733,7:42
24182,1707,7:43
24186,485,7:43
24188,476,7:43
24193,1120,7:43
24201,1335,7:43
24202,394,7:43
24226,1658,7:43
24228,20,7:43
24231,1428,7:43
24234,1598,7:43
24237,1873,7:43
24239,1442,7:43
24241,333,7:44
24253,1192,7:44
24261,213,7:44
24266,1037,7:44
24272,1617,7:44
24293,196,7:44
24305,1428,7:45
24307,63,7:45
24310,1296,7:45
24313,2098,7:45
24318,1769,7:45
24329,2067,7:45
24332,661,7:45
24339,1703,7:45
24340,1192,7:45
24343,1522,7:45
24345,1428,7:45
24347,1287,7:45
24349,698,7:45
24354,1789,7:45
24355,277,7:45
24359,44,7:45
24375,291,7:46
24381,1525,7:46
24397,740,7:46
24402,1056,7:46
24403,1450,7:46
24405,1839,7:46
24407,767,7:46
24415,1896,7:46
24416,199,7:46
24422,2093,7:47
24424,1311,7:47
24425,216,7:47
24428,507,7:47
24430,1879,7:47
24433,859,7:47
24437,803,7:47
24441,1885,7:47
24458,1311,7:47
24472,2026,7:47
24473,559,7:47
24476,1975,7:47
24477,708,7:47
24480,1130,7:48
24482,1398,7:48
24488,2037,7:48
24490,1319,7:48
24493,1204,7:48
24498,155,7:48
24507,431,7:48
24530,1522,7:48
24535,803,7:48
24545,557,7:49
24548,1114,7:49
24554,37,7:49
24558,674,7:49
24568,412,7:49
24571,778,7:49
24574,1819,7:49
24575,669,7:49
24577,1970,7:49
24579,472,7:49
24582,1573,7:49
24585,305,7:49
24595,1996,7:49
24597,213,7:49
24598,412,7:49
24600,1051,7:50
24604,1092,7:50
24609,216,7:50
24610,502,7:50
24614,500,7:50
24620,456,7:50
24622,1354,7:50
24623,1253,7:50
24626,2022,7:50
24629,843,7:50
24638,14,7:50
24639,1092,7:50
24661,40,7:51
24663,454,7:51
24664,49,7:51
24667,1136,7:51
24668,859,7:51
24679,1919,7:51
24680,237,7:51
24688,2100,7:51
24689,1498,7:51
24690,1305,7:51
24691,199,7:51
24704,1919,7:51
24705,2100,7:51
24709,1506,7:51
24720,1200,7:52
24738,303,7:52
24740,283,7:52
24741,1514,7:52
24742,1366,7:52
24743,1479,7:52
24746,2034,7:52
24751,936,7:52
24756,834,7:52
24757,391,7:52
24759,1189,7:52
24768,1019,7:52
24770,576,7:52
24772,311,7:52
24786,88,7:53
24788,1919,7:53
24790,967,7:53
24793,994,7:53
24796,645,7:53
24799,1969,7:53
24808,1379,7:53
24809,629,7:53
24810,303,7:53
24823,2022,7:53
24826,1137,7:53
24828,1220,7:53
24830,708,7:53
24832,994,7:53
24840,1839,7:54
24858,1231,7:54
24872,1978,7:54
24879,629,7:54
24881,578,7:54
24882,1996,7:54
24886,1165,7:54
24893,69,7:54
24895,286,7:54
24899,1066,7:54
24910,1045,7:55
24912,1452,7:55
24913,967,7:55
24919,2078,7:55
24935,674,7:55
24948,890,7:55
24949,1258,7:55
24950,126,7:55
24961,1118,7:56
24963,1638,7:56
24966,286,7:56
24968,2075,7:56
24970,803,7:56
24972,1793,7:56
24976,767,7:56
24978,1356,7:56
24992,209,7:56
24998,1839,7:56
25002,257,7:56
25003,1125,7:56
25005,4,7:56
25008,2047,7:56
25023,423,7:57
25027,557,7:57
25031,2037,7:57
25035,853,7:57
25036,1324,7:57
25039,828,7:57
25047,380,7:57
25055,1085,7:57
25065,1398,7:57
25069,126,7:57
25087,1450,7:58
25089,999,7:58
25091,1254,7:58
25094,254,7:58
25105,178,7:58
25106,283,7:58
25111,1994,7:58
25114,556,7:58
25121,1256,7:58
25127,49,7:58
25129,88,7:58
25132,1,7:58
25136,14,7:58
25142,1379,7:59
25153,1287,7:59
25163,630,7:59
25183,1210,7:59
25186,520,7:59
25187,1606,7:59
25188,1672,7:59
25199,886,7:59
25200,969,8:00
25205,1935,8:00
25209,1588,8:00
25212,1768,8:00
25213,1538,8:00
25215,1885,8:00
25216,1498,8:00
25221,1215,8:00
25248,97,8:00
25250,40,8:00
25252,483,8:00
25254,1671,8:00
25263,128,8:01
25288,2050,8:01
25317,1574,8:01
25318,838,8:01
25319,603,8:01
25320,533,8:02
25325,1120,8:02
25326,968,8:02
25329,283,8:02
25330,1189,8:02
25331,2075,8:02
25353,1498,8:02
25354,669,8:02
25370,1219,8:02
25376,1955,8:02
25380,1165,8:03
25381,936,8:03
25385,1920,8:03
25389,1349,8:03
25393,1947,8:03
25394,1070,8:03
25400,1849,8:03
25404,126,8:03
25409,1034,8:03
25442,560,8:04
25444,516,8:04
25451,1573,8:04
25452,1428,8:04
25459,844,8:04
25461,1127,8:04
25470,1162,8:04
25475,557,8:04
25481,1816,8:04
25482,131,8:04
25489,2050,8:04
25500,240,8:05
25504,844,8:05
25506,743,8:05
25510,284,8:05
25513,1258,8:05
25514,305,8:05
25527,1165,8:05
25530,1506,8:05
25531,629,8:05
25533,1819,8:05
25539,1379,8:05
25544,2083,8:05
25553,311,8:05
25559,759,8:05
25591,1349,8:06
25592,1012,8:06
25593,674,8:06
25595,1354,8:06
25608,834,8:06
25610,1244,8:06
25611,1926,8:06
25616,1506,8:06
25619,685,8:06
25620,1428,8:07
25623,1854,8:07
25625,1793,8:07
25627,611,8:07
25628,1933,8:07
25630,1665,8:07
25632,283,8:07
25636,1703,8:07
25638,1302,8:07
25642,1896,8:07
25643,936,8:07
25654,708,8:07
25668,2038,8:07
25690,423,8:08
25692,1482,8:08
25705,629,8:08
25706,709,8:08
25715,1665,8:08
25719,869,8:08
25720,1816,8:08
25736,1649,8:08
25751,685,8:09
25754,843,8:09
25762,365,8:09
25763,1324,8:09
25767,500,8:09
25773,2050,8:09
25776,69,8:09
25785,49,8:09
25787,1972,8:09
25803,254,8:10
25811,1839,8:10
25825,1506,8:10
25828,1107,8:10
25833,1272,8:10
25836,90,8:10
25847,803,8:10
25852,1029,8:10
25863,1883,8:11
25865,1522,8:11
25881,1254,8:11
25884,2089,8:11
25888,394,8:11
25905,792,8:11
25912,131,8:11
25913,521,8:11
25930,1879,8:12
25931,1959,8:12
25932,291,8:12
25934,240,8:12
25935,1237,8:12
25936,1272,8:12
25938,1127,8:12
25943,214,8:12
25946,1769,8:12
25957,1999,8:12
25960,1379,8:12
25962,286,8:12
25966,1847,8:12
25967,838,8:12
25970,4,8:12
25976,983,8:12
25980,1991,8:13
25985,204,8:13
25988,1118,8:13
25991,1996,8:13
25996,1525,8:13
25997,20,8:13
26001,1865,8:13
26017,1311,8:13
26025,1506,8:13
26038,502,8:13
26041,1556,8:14
26044,828,8:14
26047,1989,8:14
26051,1318,8:14
26055,2034,8:14
26068,1574,8:14
26077,1561,8:14
26079,1947,8:14
26085,1335,8:14
26087,155,8:14
26093,2089,8:14
26104,263,8:15
26107,709,8:15
26129,37,8:15
26131,1816,8:15
26143,667,8:15
26147,1019,8:15
26148,336,8:15
26163,636,8:16
26165,464,8:16
26166,636,8:16
26167,1472,8:16
26180,128,8:16
26195,908,8:16
26199,861,8:16
26212,708,8:16
26217,2095,8:16
26225,674,8:17
26230,560,8:17
26231,1259,8:17
26232,1989,8:17
26242,951,8:17
26243,1509,8:17
26252,557,8:17
26257,789,8:17
26275,792,8:17
26276,1454,8:17
26291,2100,8:18
26296,922,8:18
26304,1522,8:18
26307,876,8:18
26308,1789,8:18
26309,1084,8:18
26313,2037,8:18
26315,936,8:18
26317,431,8:18
26319,533,8:18
26343,1911,8:19
26354,1688,8:19
26356,257,8:19
26359,767,8:19
26374,696,8:19
26379,1761,8:19
26384,1793,8:19
26386,1118,8:19
26390,602,8:19
26395,1127,8:19
26404,174,8:20
26422,1849,8:20
26424,1095,8:20
26436,2033,8:20
26441,994,8:20
26443,1793,8:20
26448,1056,8:20
26449,333,8:20
26456,698,8:20
26464,701,8:21
26471,740,8:21
26472,254,8:21
26482,1911,8:21
26487,412,8:21
26495,70,8:21
26499,1817,8:21
26501,250,8:21
26507,126,8:21
26512,1658,8:21
26513,1506,8:21
26514,951,8:21
26518,1037,8:21
26519,1687,8:21
26520,2100,8:22
26522,419,8:22
26525,1638,8:22
26526,1349,8:22
26542,1427,8:22
26544,1162,8:22
26547,1451,8:22
26551,743,8:22
26557,250,8:22
26560,1768,8:22
26567,828,8:22
26571,485,8:22
26585,630,8:23
26590,1114,8:23
26593,1970,8:23
26597,29,8:23
26604,1178,8:23
26608,1658,8:23
26614,1454,8:23
26618,438,8:23
26622,1354,8:23
26629,419,8:23
26634,1848,8:23
26635,603,8:23
26645,1920,8:24
26650,668,8:24
26654,1,8:24
26667,1254,8:24
26671,1220,8:24
26672,1920,8:24
26674,792,8:24
26696,252,8:24
26703,199,8:25
26707,1919,8:25
26709,789,8:25
26714,1427,8:25
26719,1996,8:25
26720,1215,8:25
26724,214,8:25
26730,1001,8:25
26731,502,8:25
26732,291,8:25
26733,378,8:25
26736,1665,8:25
26738,1302,8:25
26739,1475,8:25
26740,9,8:25
26743,311,8:25
26761,1817,8:26
26767,915,8:26
26772,30,8:26
26785,556,8:26
26791,2044,8:26
26792,969,8:26
26793,388,8:26
26808,1287,8:26
26810,250,8:26
26821,1588,8:27
26823,2050,8:27
26824,1153,8:27
26825,2078,8:27
26826,29,8:27
26831,701,8:27
26848,44,8:27
26853,1189,8:27
26859,1070,8:27
26860,49,8:27
26869,88,8:27
26871,869,8:27
26880,1844,8:28
26883,1285,8:28
26891,1865,8:28
26910,2018,8:28
26917,1561,8:28
26918,2058,8:28
26927,1162,8:28
26929,1559,8:28
26931,853,8:28
26935,1296,8:28
26938,20,8:28
26942,423,8:29
26956,1475,8:29
26957,1848,8:29
26962,1954,8:29
26964,764,8:29
26980,280,8:29
26983,1503,8:29
27007,1092,8:30
27008,1854,8:30
27013,759,8:30
27014,853,8:30
27025,1596,8:30
27037,1598,8:30
27045,2084,8:30
27051,983,8:30
27052,1649,8:30
27053,44,8:30
27064,241,8:31
27072,985,8:31
27085,701,8:31
27090,1854,8:31
27094,881,8:31
27096,1573,8:31
27098,394,8:31
27099,2100,8:31
27107,904,8:31
27114,908,8:31
27115,2050,8:31
27120,155,8:32
27127,1366,8:32
27133,1665,8:32
27155,1839,8:32
27169,1709,8:32
27170,969,8:32
27172,560,8:32
27173,1215,8:32
27174,380,8:32
27176,631,8:32
27178,199,8:32
27189,14,8:33
27196,1665,8:33
27213,14,8:33
27222,772,8:33
27240,1550,8:34
27261,518,8:34
27262,1688,8:34
27279,230,8:34
27283,1066,8:34
27287,131,8:34
27288,759,8:34
27296,1773,8:34
27297,368,8:34
27300,1305,8:35
27310,642,8:35
27312,1189,8:35
27325,1127,8:35
27335,507,8:35
27341,834,8:35
27343,1231,8:35
27351,923,8:35
27352,1033,8:35
27354,1665,8:35
27358,1084,8:35
27362,789,8:36
27363,1311,8:36
27389,1256,8:36
27395,929,8:36
27400,1472,8:36
27404,515,8:36
27413,516,8:36
27417,1671,8:36
27418,1189,8:36
27421,1638,8:37
27423,915,8:37
27450,1324,8:37
27452,669,8:37
27453,155,8:37
27454,286,8:37
27455,1256,8:37
27467,546,8:37
27468,1454,8:37
27472,1819,8:37
27481,254,8:38
27486,577,8:38
27493,1349,8:38
27502,1285,8:38
27513,1761,8:38
27518,621,8:38
27541,442,8:39
27545,30,8:39
27550,1296,8:39
27559,763,8:39
27562,968,8:39
27573,1598,8:39
27580,2075,8:39
27583,1475,8:39
27603,257,8:40
27612,1165,8:40
27613,1865,8:40
27626,128,8:40
27630,876,8:40
27642,1494,8:40
27644,1995,8:40
27649,1741,8:40
27651,1128,8:40
27655,2026,8:40
27666,75,8:41
27668,1034,8:41
27669,1627,8:41
27683,265,8:41
27690,667,8:41
27697,1056,8:41
27729,1396,8:42
27730,1127,8:42
27735,1349,8:42
27737,1755,8:42
27740,2089,8:42
27743,738,8:42
27744,558,8:42
27745,1066,8:42
27746,1335,8:42
27755,929,8:42
27762,1012,8:42
27765,546,8:42
27776,1573,8:42
27779,442,8:42
27795,1955,8:43
27800,288,8:43
27801,1955,8:43
27803,789,8:43
27807,1959,8:43
27813,265,8:43
27815,843,8:43
27820,1165,8:43
27834,797,8:43
27836,1494,8:43
27844,1092,8:44
27851,1189,8:44
27852,194,8:44
27853,294,8:44
27863,1450,8:44
27864,1574,8:44
27866,797,8:44
27872,1769,8:44
27875,936,8:44
27884,1272,8:44
27889,311,8:44
27894,196,8:44
27899,1258,8:44
27900,2037,8:45
27903,1220,8:45
27904,4,8:45
27919,1285,8:45
27922,1545,8:45
27934,1241,8:45
27935,708,8:45
27939,199,8:45
27941,967,8:45
27945,1509,8:45
27951,724,8:45
27955,861,8:45
27956,426,8:45
27958,241,8:45
27959,1354,8:45
27966,897,8:46
27967,1991,8:46
27980,1525,8:46
27981,1045,8:46
27997,254,8:46
28000,1816,8:46
28001,1671,8:46
28002,1789,8:46
28003,1548,8:46
28019,1303,8:46
28024,126,8:47
28025,442,8:47
28034,502,8:47
28035,839,8:47
28039,1588,8:47
28043,412,8:47
28044,767,8:47
28056,1107,8:47
28061,1506,8:47
28064,516,8:47
28066,277,8:47
28068,1253,8:47
28069,1482,8:47
28070,394,8:47
28072,1627,8:47
28076,2084,8:47
28088,559,8:48
28090,1509,8:48
28102,1454,8:48
28105,645,8:48
28106,1972,8:48
28113,1107,8:48
28116,1241,8:48
28117,442,8:48
28121,30,8:48
28122,522,8:48
28123,1272,8:48
28131,1559,8:48
28137,1978,8:48
28147,428,8:49
28156,1573,8:49
28157,507,8:49
28161,554,8:49
28167,1972,8:49
28175,999,8:49
28178,286,8:49
28180,778,8:49
28184,1114,8:49
28188,2084,8:49
28189,31,8:49
28191,1038,8:49
28201,1991,8:50
28203,412,8:50
28207,1538,8:50
28208,629,8:50
28211,797,8:50
28217,630,8:50
28218,1868,8:50
28232,428,8:50
28237,1034,8:50
28249,1204,8:50
28251,131,8:50
28263,560,8:51
28264,876,8:51
28265,1494,8:51
28269,1920,8:51
28270,1769,8:51
28282,148,8:51
28289,1506,8:51
28291,119,8:51
28293,1215,8:51
28299,288,8:51
28301,1626,8:51
28302,2089,8:51
28303,1969,8:51
28315,1379,8:51
28328,1819,8:52
28335,1908,8:52
28337,2050,8:52
28339,1092,8:52
28340,556,8:52
28343,1349,8:52
28356,709,8:52
28358,1606,8:52
28366,257,8:52
28367,540,8:52
28379,1200,8:52
28383,254,8:53
28384,286,8:53
28392,1606,8:53
28393,1253,8:53
28399,1276,8:53
28401,1125,8:53
28417,2089,8:53
28422,1658,8:53
28423,391,8:53
28425,1494,8:53
28428,2028,8:53
28429,88,8:53
28432,2075,8:53
28437,1514,8:53
28440,391,8:54
28448,401,8:54
28453,1313,8:54
28456,1883,8:54
28461,1548,8:54
28463,1120,8:54
28465,1258,8:54
28468,1051,8:54
28482,394,8:54
28490,419,8:54
28491,288,8:54
28494,388,8:54
28500,621,8:55
28504,1118,8:55
28509,908,8:55
28515,1649,8:55
28518,1200,8:55
28520,69,8:55
28543,241,8:55
28544,449,8:55
28545,1879,8:55
28548,196,8:55
28555,1110,8:55
28556,1025,8:55
28558,983,8:55
28559,1383,8:55
28570,1056,8:56
28571,2095,8:56
28576,1935,8:56
28578,254,8:56
28580,1035,8:56
28583,1882,8:56
28587,2095,8:56
28593,616,8:56
28604,1318,8:56
28606,667,8:56
28607,661,8:56
28608,1475,8:56
28616,861,8:56
28617,37,8:56
28619,1503,8:56
28622,735,8:57
28624,681,8:57
28627,762,8:57
28629,277,8:57
28633,1773,8:57
28635,1883,8:57
28637,2050,8:57
28640,288,8:57
28643,1573,8:57
28656,199,8:57
28658,738,8:57
28661,2033,8:57
28662,719,8:57
28665,1372,8:57
28666,423,8:57
28678,1868,8:57
28687,1237,8:58
28690,1673,8:58
28696,131,8:58
28700,1865,8:58
28708,333,8:58
28727,1125,8:58
28729,969,8:58
28730,1118,8:58
28731,104,8:58
28732,789,8:58
28733,1599,8:58
28734,1941,8:58
28737,216,8:58
28739,4,8:58
28741,1107,8:59
28754,1941,8:59
28757,1989,8:59
28758,1454,8:59
28763,1626,8:59
28766,1287,8:59
28770,1573,8:59
28773,1305,8:59
28778,2037,8:59
28784,1302,8:59
28790,1687,8:59
28794,1965,8:59
28797,560,8:59
28803,1461,9:00
28804,131,9:00
28807,1506,9:00
28819,311,9:00
28820,759,9:00
28823,1475,9:00
28824,1865,9:00
28849,280,9:00
28851,908,9:00
28853,876,9:00
28857,1972,9:00
28859,685,9:00
28862,1378,9:01
28867,1498,9:01
28868,1482,9:01
28877,204,9:01
28881,985,9:01
28885,1989,9:01
28886,277,9:01
28890,914,9:01
28896,1178,9:01
28897,1599,9:01
28904,789,9:01
28913,1637,9:01
28916,1789,9:01
28923,977,9:02
28928,128,9:02
28937,650,9:02
28949,792,9:02
28950,1210,9:02
28952,1535,9:02
28956,1506,9:02
28968,2034,9:02
28969,1379,9:02
28973,789,9:02
28974,1302,9:02
28986,929,9:03
28987,425,9:03
28991,556,9:03
28992,630,9:03
29000,667,9:03
29016,350,9:03
29024,131,9:03
29046,280,9:04
29049,1693,9:04
29054,229,9:04
29062,839,9:04
29064,1919,9:04
29065,869,9:04
29070,199,9:04
29071,1204,9:04
29072,1128,9:04
29073,861,9:04
29096,1319,9:04
29101,9,9:05
29103,428,9:05
29117,485,9:05
29118,1475,9:05
29122,507,9:05
29137,1573,9:05
29139,1366,9:05
29142,1025,9:05
29148,667,9:05
29163,975,9:06
29166,425,9:06
29167,1442,9:06
29168,178,9:06
29169,994,9:06
29174,1498,9:06
29180,789,9:06
29182,1302,9:06
29185,1130,9:06
29186,1908,9:06
29192,2034,9:06
29193,49,9:06
29196,556,9:06
29197,1535,9:06
29204,417,9:06
29209,2044,9:06
29210,1868,9:06
29214,834,9:06
29220,828,9:07
29235,2038,9:07
29240,1573,9:07
29255,49,9:07
29257,1114,9:07
29263,950,9:07
29264,40,9:07
29269,280,9:07
29272,1709,9:07
29295,876,9:08
29302,1959,9:08
29309,869,9:08
29311,674,9:08
29312,199,9:08
29318,1118,9:08
29328,305,9:08
29333,767,9:08
29334,621,9:08
29335,1896,9:08
29347,1246,9:09
29349,1259,9:09
29352,311,9:09
29355,14,9:09
29356,1919,9:09
29370,1566,9:09
29377,1265,9:09
29390,1335,9:09
29399,1494,9:09
29400,521,9:10
29405,2026,9:10
29406,1514,9:10
29407,1975,9:10
29412,401,9:10
29414,277,9:10
29417,2004,9:10
29424,967,9:10
29425,1559,9:10
29430,2050,9:10
29440,1296,9:10
29444,1688,9:10
29454,262,9:10
29457,513,9:10
29465,1649,9:11
29466,1687,9:11
29468,1503,9:11
29474,1220,9:11
29485,1075,9:11
29493,69,9:11
29497,1494,9:11
29498,1051,9:11
29505,126,9:11
29507,1972,9:11
29512,987,9:11
29524,1947,9:12
29525,254,9:12
29544,1550,9:12
29545,778,9:12
29556,1873,9:12
29558,642,9:12
29571,1427,9:12
29572,1225,9:12
29575,2006,9:12
29583,1741,9:13
29584,148,9:13
29586,419,9:13
29589,627,9:13
29595,546,9:13
29603,2064,9:13
29616,1349,9:13
29621,311,9:13
29628,412,9:13
29632,1253,9:13
29639,464,9:13
29648,778,9:14
29649,812,9:14
29654,767,9:14
29655,982,9:14
29683,1919,9:14
29706,1688,9:15
29707,1130,9:15
29710,110,9:15
29720,621,9:15
29721,2075,9:15
29723,2075,9:15
29725,2004,9:15
29727,1269,9:15
29735,890,9:15
29747,589,9:15
29751,521,9:15
29766,1792,9:16
29768,1220,9:16
29781,629,9:16
29784,1509,9:16
29785,1559,9:16
29793,969,9:16
29797,2065,9:16
29798,63,9:16
29800,456,9:16
29803,1012,9:16
29807,861,9:16
29808,1965,9:16
29810,88,9:16
29811,709,9:16
29825,1220,9:17
29830,1127,9:17
29842,155,9:17
29848,257,9:17
29849,1503,9:17
29850,1874,9:17
29858,1370,9:17
29859,1933,9:17
29861,642,9:17
29862,533,9:17
29867,669,9:17
29881,1933,9:18
29882,110,9:18
29884,423,9:18
29886,1302,9:18
29895,578,9:18
29896,1366,9:18
29898,629,9:18
29910,629,9:18
29911,719,9:18
29914,667,9:18
29918,412,9:18
29924,1129,9:18
29930,40,9:18
29934,540,9:18
29935,381,9:18
29937,69,9:18
29939,1136,9:18
29947,2066,9:19
29950,1318,9:19
29952,63,9:19
29955,1788,9:19
29956,333,9:19
29981,253,9:19
29994,1085,9:19
29996,1768,9:19
29997,1509,9:19
29998,656,9:19
30000,661,9:20
30002,1506,9:20
30006,401,9:20
30007,428,9:20
30008,1461,9:20
30010,88,9:20
30011,540,9:20
30017,69,9:20
30019,2037,9:20
30020,645,9:20
30023,110,9:20
30035,698,9:20
30036,1313,9:20
30052,1305,9:20
30060,876,9:21
30061,982,9:21
30065,1649,9:21
30094,1627,9:21
30095,507,9:21
30097,216,9:21
30104,1318,9:21
30112,194,9:21
30115,1494,9:21
30116,2022,9:21
30118,2100,9:21
30124,909,9:22
30125,1873,9:22
30138,668,9:22
30149,1237,9:22
30150,1482,9:22
30151,394,9:22
30161,311,9:22
30162,1545,9:22
30184,1225,9:23
30187,1514,9:23
30188,1127,9:23
30191,577,9:23
30213,286,9:23
30220,2089,9:23
30222,983,9:23
30227,1090,9:23
30228,1396,9:23
30237,540,9:23
30241,792,9:24
30244,1092,9:24
30245,209,9:24
30246,767,9:24
30256,241,9:24
30268,631,9:24
30276,1972,9:24
30278,1258,9:24
30280,1847,9:24
30285,368,9:24
30289,1475,9:24
30297,616,9:24
30304,1068,9:25
30305,1494,9:25
30306,1302,9:25
30314,63,9:25
30316,702,9:25
30322,789,9:25
30324,1114,9:25
30327,20,9:25
30335,1153,9:25
30355,438,9:25
30360,412,9:26
30367,1253,9:26
30372,2004,9:26
30374,336,9:26
30397,30,9:26
30400,88,9:26
30421,792,9:27
30426,1268,9:27
30428,147,9:27
30429,497,9:27
30432,1012,9:27
30433,1969,9:27
30455,1556,9:27
30456,621,9:27
30462,1741,9:27
30465,505,9:27
30471,859,9:27
30476,311,9:27
30480,843,9:28
30487,708,9:28
30495,1090,9:28
30500,1559,9:28
30508,1935,9:28
30517,1056,9:28
30519,554,9:28
30525,792,9:28
30527,627,9:28
30553,257,9:29
30558,645,9:29
30561,423,9:29
30566,1287,9:29
30568,876,9:29
30571,1311,9:29
30572,1995,9:29
30583,1754,9:29
30585,969,9:29
30590,20,9:29
30596,719,9:29
30600,1253,9:30
30602,1793,9:30
30603,1452,9:30
30607,329,9:30
30608,1451,9:30
30627,2014,9:30
30636,834,9:30
30639,645,9:30
30640,1839,9:30
30645,1975,9:30
30647,994,9:30
30648,744,9:30
30650,1075,9:30
30671,1573,9:31
30673,2008,9:31
30699,669,9:31
30707,305,9:31
30724,1627,9:32
30733,29,9:32
30746,284,9:32
30747,110,9:32
30752,1095,9:32
30772,1035,9:32
30773,834,9:32
30774,1588,9:32
30775,730,9:32
30776,320,9:32
30781,1362,9:33
30783,767,9:33
30785,1162,9:33
30786,1114,9:33
30795,869,9:33
30802,1461,9:33
30803,401,9:33
30807,1296,9:33
30813,1276,9:33
30817,1035,9:33
30821,1462,9:33
30840,44,9:34
30841,897,9:34
30842,1302,9:34
30844,1522,9:34
30848,1305,9:34
30864,1920,9:34
30871,1874,9:34
30872,1761,9:34
30873,2078,9:34
30890,1059,9:34
30894,2095,9:34
30908,853,9:35
30910,1954,9:35
30914,1514,9:35
30917,1225,9:35
30923,339,9:35
30930,391,9:35
30931,69,9:35
30936,936,9:35
30953,1461,9:35
30959,1514,9:35
30963,131,9:36
30964,2058,9:36
30988,1204,9:36
30989,394,9:36
30992,1688,9:36
30995,1665,9:36
30998,507,9:36
31023,1318,9:37
31037,661,9:37
31042,1127,9:37
31044,602,9:37
31052,1,9:37
31056,216,9:37
31059,1204,9:37
31068,283,9:37
31090,178,9:38
31091,1110,9:38
31092,148,9:38
31094,174,9:38
31096,1204,9:38
31097,1649,9:38
31103,1035,9:38
31108,241,9:38
31114,1482,9:38
31115,1335,9:38
31120,483,9:38
31122,62,9:38
31130,254,9:38
31137,1709,9:38
31150,283,9:39
31151,1989,9:39
31152,985,9:39
31162,1095,9:39
31163,603,9:39
31174,1095,9:39
31186,311,9:39
31187,489,9:39
31191,1556,9:39
31192,388,9:39
31194,876,9:39
31198,1127,9:39
31199,1178,9:39
31205,1848,9:40
31208,2100,9:40
31213,1305,9:40
31214,578,9:40
31219,1461,9:40
31222,1075,9:40
31230,1114,9:40
31232,492,9:40
31236,1693,9:40
31240,2084,9:40
31244,1237,9:40
31249,1561,9:40
31257,789,9:40
31258,1920,9:40
31261,368,9:41
31267,1561,9:41
31278,1693,9:41
31279,20,9:41
31289,263,9:41
31291,1204,9:41
31294,388,9:41
31297,668,9:41
31308,533,9:41
31314,1883,9:41
31319,1166,9:41
31325,1237,9:42
31326,1268,9:42
31335,789,9:42
31344,1703,9:42
31346,20,9:42
31348,1137,9:42
31358,629,9:42
31375,1237,9:42
31376,804,9:42
31381,1978,9:43
31391,1037,9:43
31394,1035,9:43
31396,1311,9:43
31406,2022,9:43
31415,1566,9:43
31416,771,9:43
31418,1996,9:43
31423,131,9:43
31424,1296,9:43
31438,667,9:43
31442,257,9:44
31443,336,9:44
31445,500,9:44
31450,1954,9:44
31452,1550,9:44
31455,283,9:44
31456,1126,9:44
31457,1754,9:44
31458,738,9:44
31482,320,9:44
31483,1090,9:44
31484,1908,9:44
31487,1596,9:44
31496,1879,9:44
31499,1926,9:44
31501,762,9:45
31505,674,9:45
31510,521,9:45
31521,1210,9:45
31523,252,9:45
31524,2030,9:45
31525,1506,9:45
31527,712,9:45
31528,994,9:45
31534,1627,9:45
31550,428,9:45
31554,29,9:45
31559,1741,9:45
31569,1305,9:46
31575,2098,9:46
31578,1920,9:46
31580,277,9:46
31590,14,9:46
31593,44,9:46
31594,329,9:46
31598,1599,9:46
31600,196,9:46
31603,199,9:46
31604,904,9:46
31609,1754,9:46
31616,1556,9:46
31618,977,9:46
31619,1768,9:46
31629,797,9:47
31630,2047,9:47
31638,1873,9:47
31643,1311,9:47
31644,1379,9:47
31646,1192,9:47
31648,1935,9:47
31664,1754,9:47
31665,1789,9:47
31666,2034,9:47
31667,1084,9:47
31684,500,9:48
31687,767,9:48
31697,294,9:48
31701,591,9:48
31705,2093,9:48
31707,430,9:48
31709,1045,9:48
31710,554,9:48
31712,241,9:48
31727,305,9:48
31741,1503,9:49
31745,1034,9:49
31748,419,9:49
31752,1450,9:49
31754,631,9:49
31761,1970,9:49
31777,1965,9:49
31778,861,9:49
31781,1285,9:49
31786,336,9:49
31811,464,9:50
31814,804,9:50
31817,283,9:50
31818,305,9:50
31820,131,9:50
31821,230,9:50
31822,674,9:50
31824,1268,9:50
31834,438,9:50
31835,1999,9:50
31836,1179,9:50
31838,1535,9:50
31844,365,9:50
31846,1069,9:50
31858,631,9:50
31860,4,9:51
31866,812,9:51
31877,288,9:51
31883,194,9:51
31887,1816,9:51
31899,44,9:51
31910,1627,9:51
31915,254,9:51
31917,128,9:51
31923,2026,9:52
31924,1638,9:52
31926,843,9:52
31929,2011,9:52
31932,1128,9:52
31934,1740,9:52
31937,1189,9:52
31943,2014,9:52
31948,994,9:52
31950,1874,9:52
31951,1792,9:52
31953,764,9:52
31954,1305,9:52
31977,365,9:52
31981,1941,9:53
32020,485,9:53
32022,792,9:53
32024,1475,9:53
32026,329,9:53
32034,987,9:53
32035,1068,9:53
32043,698,9:54
32054,771,9:54
32065,1768,9:54
32069,668,9:54
32070,1789,9:54
32073,1509,9:54
32074,1498,9:54
32079,1574,9:54
32087,1941,9:54
32089,1025,9:54
32092,286,9:54
32094,1241,9:54
32100,1,9:55
32111,1545,9:55
32120,1883,9:55
32122,1192,9:55
32124,908,9:55
32140,250,9:55
32143,1219,9:55
32147,1955,9:55
32149,801,9:55
32152,1068,9:55
32156,1673,9:55
